clean_dates,description
2021-02-23,"    El presidente de Argentina, Alberto Fernández, nos acompañó en el diálogo con representantes de los medios, donde destacamos las acciones conjuntas para controlar la pandemia de .   Reafirmamos el propósito común de garantizar la distribución de vacunas de forma equitativa, universal y sin acaparamiento.   Trabajamos con el gobierno argentino en la elaboración de la vacuna de AstraZeneca, que posibilitará dotar a la región de América Latina de millones de dosis, y en la gestión de la importación la vacuna de Rusia, Sputnik V.   Hoy atestiguamos la llegada de un nuevo embarque con más de 500 mil vacunas para continuar con el Plan Nacional de Vacunación.  Dimos a conocer la carta que enviamos a las gobernadoras y gobernadores de las 32 entidades federativas con el propósito de invitarlos a sumarse al acuerdo nacional por la democracia ante las elecciones de junio.   Con absoluto respeto a sus personas, investiduras, facultades y autonomías constitucionales llamamos a establecer, en definitiva, una auténtica democracia en nuestro país.   El acuerdo nacional en favor de la democracia consiste en actuar con respeto a la legalidad y a la voluntad popular. Desde el gobierno federal actuaremos con rectitud y en defensa de la soberanía popular.   A eso mismo convocamos: a que intervengamos para apoyar a ningún candidato de ningún partido; a no permitir que se utilice el presupuesto público con fines electorales; a denunciar la entrega de dinero del crimen organizado o de la delincuencia de cuello blanco para financiar campañas; a impedir la compra de lealtades o conciencias; a no traficar con la pobreza de la gente; a no solapar a tramposos o mapaches electorales; a evitar el acarreo y el relleno de urnas, la falsificación de actas y todas esas abundantes prácticas ilegales y antidemocráticas que tienen que quedar en el pasado de manera definitiva.            "
2021-02-22,    
2021-02-19,    
2021-02-18,    
2021-02-17,    
2021-02-26,    
2021-02-15,    
2021-02-14,Conferencia de prensa desde Oaxaca. Domingo 14 de febrero 2021    
2021-02-12,    
2021-02-11,    
2021-02-10,    
2021-02-09,    
2021-02-08,    
2021-02-05,        
2021-02-04,        
2021-02-03,        
2021-02-02,        
2021-02-01,        
2021-01-29,        
2021-01-28,        
2021-01-27,        
2021-01-26,        
2021-01-25,        
2021-01-22,    
2021-01-21,    
2021-01-20,    
2021-01-19,    
2021-01-18,    
2021-01-27,    
2021-01-14,    
2021-01-13,    
2021-01-12,    
2021-01-11,    
2021-01-08,    
2021-01-07,    
2021-01-06,    
2021-01-05,    
2021-01-04,    
2020-12-31,    
2020-12-30,    
2020-12-29,    
2020-12-28,    
2020-12-24,    
2020-12-22,   
2020-12-21,    
2020-12-18,    
2020-12-17,   
2020-12-16,   
2020-12-15,    
2020-12-14,    
2020-12-11,   
2020-12-10,    
2020-12-09,"   Firmamos con representantes del sector empresarial y obrero un acuerdo para mejorar, a partir del diálogo, la iniciativa de reforma en materia de subcontratación que enviamos al Poder Legislativo con el objetivo de ordenar este mecanismo que ha resultado en abusos a los derechos de trabajadores, afectaciones a la Hacienda pública y competencia desleal.   Buscaremos el consenso en subcontratación y reparto de utilidades, poniendo por delante el interés general. Pedimos de manera respetuosa a las y los legisladores aplazar la discusión para el próximo periodo ordinario de sesiones.  La secretaria del Trabajo y Previsión Social (STPS), Luisa María Alcalde Luján, indicó que la discusión con los sectores empresarial y obrero se ha intensificado de forma positiva para lograr el consenso sobre la regularización de la subcontratación.   Estos son los acuerdos que hoy se firmaron en el Salón de la Tesorería de Palacio Nacional:  1. Las partes se comprometen a resolver el abuso de la subcontratación de personal. Las empresas del país iniciarán de inmediato el proceso para regularizar sus plantillas en el marco de la iniciativa de ley presentada por el Ejecutivo federal.  2. El esquema de reparto de utilidades no ha quedado suficientemente definido ni socialmente debatido. En consecuencia, es necesario tiempo suficiente para una discusión abierta entre los sectores a fin de definir un sistema de reparto de utilidades justo y equitativo, que evite la discrecionalidad en su pago. Se iniciará el proceso de consulta para ser resuelto previo a la discusión de la iniciativa.   3. Ante la envergadura de la reforma y sus impactos operativos, las empresas solicitaron un plazo de tiempo para llevar a cabo el proceso, por lo que se solicitó de manera respetuosa al Poder Legislativo posponer a febrero de 2021 la discusión parlamentaria de la iniciativa que se señalará como preferente para que en un plazo no mayor a 30 días pueda discutirse y en su caso aprobarse.   4. Sobre el llamado a las empresas que manejan nóminas para que de inmediato dejen de desarrollar prácticas irregulares perjudiciales para los trabajadores, como darlos de baja de manera masiva en diciembre.   El Instituto Mexicano del Seguro Social (IMSS), el Instituto del Fondo Nacional de la Vivienda para los Trabajadores (Infonavit) y el Servicio de Administración Tributaria (SAT) harán un exhorto formal a las empresas y, de encontrarse irregularidades o posible comisión de delitos, se procederá de inmediato administrativa o penalmente.   Los empresarios con los que dialogamos no están defendiendo a quienes hacen mal uso de la subcontratación; ellos están porque se resuelva la práctica ilegal de despedir a trabajadores y no reconocerles sus prestaciones, sobre todo en fin de año. Se resolverá esta situación y solo se buscará un mecanismo justo, equitativo, eficaz, para cumplir con la obligación de entregar reparto de utilidades a los trabajadores.        "
2020-12-08,    
2020-12-07,    
2020-12-04,   
2020-12-03,    
2020-12-02,    
2020-11-30,    
2020-11-27,   
2020-11-26,   
2020-11-25,"    En el Día Internacional de la Eliminación de la Violencia contra la Mujer reafirmamos nuestra convicción de trabajar por una sociedad mejor y garantizar la justicia. Informaremos los avances mensualmente.   La violencia de género es incompatible con la Cuarta Transformación. Respaldamos los movimientos de mujeres porque representan demandas legítimas.  Este 25 de noviembre inician 16 días de activismo, establecidos por la Organización de las Naciones Unidas (ONU), contra las violencias hacia las mujeres; las actividades culminarán el 10 de diciembre, Día Internacional de los Derechos Humanos.  La secretaria de Gobernación, Olga Sánchez Cordero, enfatizó que la Cuarta Transformación es feminista y recordó la necesidad de promover entre sociedades y gobiernos un cambio de mentalidad, de actitud y de educación en perspectiva de género.   Las violencias se encuentran en los hogares, en los centros de trabajo y en la convivencia diaria, por lo que trabajamos para cerrar las brechas de desigualdad, en impedir abusos de poder en nuestras dinámicas.   El Instituto Nacional de Desarrollo Social (Indesol), mediante el Programa de Apoyo a las Intancias de Mujeres en las Entidades Federativas (PAIMEF) apoya con servicios especializados considerados como esenciales de forma corresponsable con los estados y las organizaciones civiles, garantizando su disponibilidad antes y durante la epidemia de COVID-19.  Aporta subsidios para la operación de centros de refugio para mujeres y sus centros de atención externa que durante el gobierno actual se han ampliado. No se escatiman recursos.   A estas acciones se suman programas territoriales dirigidos a hombres perpetradores de violencia; el fortalecimiento de la capacidad de respuesta del Sistema Nacional de Desarrollo Integral de la Familia (SNDIF) para atender las violencias contra niñas, adolescentes y mujeres, así como la atención integral que brinda la Secretaría de Salud a los diferentes tipos de violencia.   Asimismo, la Comisión Nacional para Prevenir y Erradicar la Violencia contra las Mujeres (CONAVIM) ha instalado mesas técnicas de acceso a la justicia en 14 entidades federativas y la meta es llegar a las 32 con la participación de autoridades estatales y organizaciones de la sociedad civil.   La Unidad de Apoyo al Sistema de Justicia en colaboración con las fiscalías generales y tribunales superiores de justicia da seguimiento a procesos jurídicos relacionados con casos de violencia contra las mujeres.   La Secretaría de Seguridad y Protección Ciudadana, a través del Programa Misión, Género, Paz y Seguridad, trabaja en la especialización de policías en perspectiva de género para su actuación en casos de violencia contra las mujeres.        "
2020-11-24,   
2020-11-23,   
2020-11-20,   
2020-11-19,    
2020-11-18,"   El regreso del general Salvador Cienfuegos Zepeda a México no significa impunidad. La FGR iniciará una investigación con los elementos de prueba que aportará Estados Unidos.   Las autoridades estadounidenses entendieron que si existe cooperación con el Gobierno de México, debe de haber confianza. Nuestro país es libre, independiente y soberano; bajo esos principios llevamos a cabo la intervención diplomática para lograr acuerdos, no a cambio de impunidad, encubrimiento ni subordinación política.  Expresamos nuestra inconformidad luego de que Estados Unidos decidió juzgar al general en retiro sin conocimiento de nuestro gobierno. Esto va más allá de lo legal.  Refrendamos nuestra convicción de hacer prevalecer la búsqueda de la verdad y la justicia, así como el cuidado del prestigio de la Secretaría de la Defensa Nacional y la Secretaría de Marina.   En adelante corresponderá a la FGR dar a conocer detalles con respeto al debido proceso. El secretario de Relaciones Exteriores, Marcelo Ebrard Casaubon, precisó que el exsecretario de la Defensa Nacional, Salvador Cienfuegos Zepeda, llegará a México en libertad en los días siguientes y será puesto a disposición de la FGR, institución a la que corresponderá definir los pasos procesales.       "
2020-11-17,   
2020-11-16,    
2020-11-13,"    Agradecemos al Poder Legislativo la aprobación del Presupuesto de Egresos de la Federación 2021. Nosotros lo concebimos con un instrumento para el desarrollo, que debemos optimizar y cuidar porque con esos recursos podemos atender las necesidades de la gente.   En el pasado la función central del gobierno era hacer negocios al amparo del poder público. Ahora hacemos rendir el dinero del pueblo; hay pocos programas sociales pero mejores y todo se entrega de manera directa, sin intermediarios.  La entrega de pensiones para adultos mayores implica una inversión de 130 mil millones de pesos en beneficio de ocho millones de personas. En el caso de la pensión para niñas y niños con discapacidad, llegará a un millón de beneficiarios, mientras que las becas siguen impulsando a estudiantes de niveles básico, medio superior y superior.   En materia de apoyo al campo se atiende con prioridad a las comunidades indígenas, productores de caña y de café.  La próxima semana entregaremos indemnizaciones a las familias de los mineros de Pasta de Conchos. También habrá recursos para familiares de víctimas de la epidemia de COVID-19. El 20 de noviembre las y los deportistas de alto rendimiento accederán a su beca anual.  Reiteramos que todos los apoyos se dan directamente a las y los beneficiarios para evitar la corrupción.  Ya no hay ciudadanos imaginarios, sino conscientes. No necesitamos intermediarios ni tutela, mucho menos si esa intermediación cuesta, se echa a perder o está corrompida.  "
2020-11-12,   
2020-11-11,    
2020-11-10,    
2020-11-09,   
2020-11-06,    
2020-11-05,    
2020-11-04,   
2020-11-03,    
2020-10-30,   
2020-10-29,   
2020-10-28,   
2020-10-27,    
2020-10-26,   
2020-10-23,   
2020-10-22,"    Firmamos el Acta 325 relacionada al Tratado de Aguas de 1944 con Estados Unidos. Con esta medida se cumple el acuerdo, evitamos una sanción y llegamos a un buen entendimiento.   Agradecemos a las autoridades estadounidenses la disposición de apoyar a México en esta circunstancia especial. El abasto de agua para el norte del país está garantizado.  Existe un plan para tener asegurada el agua de 13 ciudades fronterizas. Se obtendrá este recurso de las presas El Granero, en Chihuahua; El Cuchillo, en Nuevo León, y Marte R. Gómez en Tamaulipas.  La negociación permitirá cerrar el ciclo 35 exitosamente, sin adeudo y garantizará el agua para uso público urbano. Concluirá usando una porción de 131 millones de metros cúbicos de las aguas de propiedad mexicana en las presas internacionales y dejará 87 millones de metros cúbicos del almacenamiento mexicano.   Estados Unidos aceptó una cláusula que establecer que cooperará con México por razones humanitarias en caso de hubiera sequía extrema o alguna emergencia, permitiéndonos usar volúmenes estadounidenses.    De esta manera, se cerró el ciclo actual sin déficit y se saldará con transferencias de las presas internacionales el faltante que tuvo el sexenio previo en el cumplimiento del ciclo anterior.   El Tratado de Aguas es uno de los grandes logros de la diplomacia mexicana, por lo que no debe ponerse en riesgo.   Celebramos la publicación del decreto para que ya no se continúe entregando las playas mexicanas a particulares, que puedan existir las playas de hoteles, pero que se garantice que la gente que vive en las ciudades turísticas, pueda acceder a las playas.  Nosotros no hemos entregado playas desde que estamos en el gobierno y no se hará. No habrá privatización.  Dimos a conocer nuestra intención de proponer una reforma constitucional para que prevalezca el dominio de la nación sobre los recursos naturales y para que el interés general, el interés del pueblo, esté por encima de intereses personales o de grupos, por legítimos que sean. Somos distintos, ya no queremos la política neoliberal.  "
2020-10-21,   
2020-10-20,   
2020-10-19,   
2020-10-16,   
2020-10-15,    
2020-10-14,   
2020-10-13,   
2020-10-12,    
2020-10-09,Conmemoración de los 80 años de El Colegio de México. Viernes 9 de octubre 2020.    
2020-10-08,    
2020-10-07,    
2020-10-06,    
2020-10-05,    
2020-10-02,   
2020-10-01,    
2020-09-30,    
2020-09-29,    
2020-09-28,    
2020-09-25,    
2020-09-24,    
2020-09-23,   
2020-09-22,   
2020-09-21,    
2020-09-18,   
2020-09-17,   
2020-09-15,    
2020-09-14,    
2020-09-11,   
2020-09-10,   
2020-09-09,   
2020-09-08,   
2020-09-07,   
2020-09-04,   
2020-09-03,   
2020-09-02,   
2020-08-31,    
2020-08-28,    
2020-08-27,"    En Nuevo León, realizamos la conferencia matutina y la reunión del Gabinete de Seguridad. Trabajamos para cumplir todos nuestros compromisos en este estado; estamos coordinados con las autoridades estatales por el interés general.  Informamos los avances en seguridad y en los Programas Integrales de Bienestar.  Actualmente hay 3 mil 113 aprendices inscritos a Jóvenes Construyendo el Futuro. En materia de becas son beneficiarios 3 mil 240 estudiantes de nivel superior, 141 mil 202 de nivel medio superior y 23 mil 558 de educación básica.   En el municipio fronterizo de Anáhuac está por inaugurarse una nueva universidad pública y 808 escuelas de preescolar, primarias y secundarias recibieron recursos para el mantenimiento de su infraestructura.   En Nuevo León, 310 mil adultos mayores tienen una pensión, misma que se les entregó hasta octubre para apoyarlos durante la emergencia sanitaria de COVID-19. También 20 mil 472 niñas y niños con discapacidad de la entidad acceden a estos recursos. Mil 952 niñas y niños de estancias infantiles son acreedores a becas.   Doce mil 180 productores reciben recursos a través de Producción para el Bienestar y de manera paralela se construyen 29 sucursales del Banco del Bienestar para acercar los servicios de la banca a los habitantes de Nuevo León.   México es de los países con menos afectaciones económicas por la epidemia de COVID-19 y eso se debe a los créditos que hemos entregado a los pequeños empresarios para fortalecer la economía popular.   Se han entregado casi 50 mil a pequeñas empresas del estado: 7 mil 956 a las que mantuvieron contratados a sus trabajadores inscritos al Instituto Mexicano del Seguro Social y 40 mil 710 a empresas pequeñas del sector formal e informal.  En cuatro meses los financiamientos para la reactivación económica ha significado una inversión de mil 200 millones de pesos.  "
